host_id,window_start,ingressBytes_sampled,egressBytes_sampled,inRxmitBytes_sampled,outRxmitBytes_sampled,inCongestionBytes_sampled,connections_sampled,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9,ingressBytes_10,ingressBytes_11,ingressBytes_12,ingressBytes_13,ingressBytes_14,ingressBytes_15,ingressBytes_16,ingressBytes_17,ingressBytes_18,ingressBytes_19,ingressBytes_20,ingressBytes_21,ingressBytes_22,ingressBytes_23,ingressBytes_24,ingressBytes_25,ingressBytes_26,ingressBytes_27,ingressBytes_28,ingressBytes_29,ingressBytes_30,ingressBytes_31,ingressBytes_32,ingressBytes_33,ingressBytes_34,ingressBytes_35,ingressBytes_36,ingressBytes_37,ingressBytes_38,ingressBytes_39,ingressBytes_40,ingressBytes_41,ingressBytes_42,ingressBytes_43,ingressBytes_44,ingressBytes_45,ingressBytes_46,ingressBytes_47,ingressBytes_48,ingressBytes_49
44,0,4858889,1149127,598,0,0,49,13266,1367,5428,5326,120,699,1025,9399,192833,538952,269585,0,72173,397921,546623,1700,227,57,89366,229900,111486,330209,120132,0,139,122812,315172,745,0,12899,33171,0,2904,41190,86794,267,239380,737380,315910,5599,3586,426,976,1182,272,81,210,0,0,0
48,500,1838857,887599,0,0,0,2604,12167,92116,69373,12829,550,95,0,0,427,31238,30014,7763,313,356,725,286,460,247,0,0,0,6655,10402,113270,58759,492,2070,1062,50,0,20221,57946,34730,45556,46373,15961,46443,502471,259889,12087,31219,21703,88190,58531,13211,13535,20548,66947,31577,0
36,1000,12537990,18570483,0,0,755287,1469,128521,271958,264184,68877,74578,161241,242130,150324,47203,123247,448988,300143,120680,114450,47720,131815,776632,1031187,415778,35453,293132,264019,57697,67044,76892,169620,205003,96335,39096,185677,713918,521581,114337,132465,147650,162843,239397,425749,256576,138485,400557,472267,494126,499816,333160,182746,387479,294939,46098,164177
5,500,329113,967521,0,0,0,1218,6702,5647,13018,7108,8576,11441,10891,6494,12200,6972,4866,5388,13426,6688,1912,2903,2048,3526,1856,10101,8021,4121,5015,3822,3818,3589,3584,14366,8721,10913,5176,2887,4666,6062,8607,6050,3817,4460,3312,6278,18319,13294,6835,6437,4863,4412,7346,4372,2202,1985
38,1000,12041,6118,0,0,0,52,336,637,520,225,372,521,415,648,635,296,64,107,69,0,316,622,269,199,229,65,210,336,430,504,199,314,201,0,101,65,88,57,0,0,107,258,226,67,202,129,105,67,211,351,237,379,202,209,134,107
60,500,1497804,4033306,0,1194,0,3246,19954,12911,22975,19257,8619,13165,7731,18579,11219,8812,8501,36984,5624,12624,9811,15116,12528,21545,13255,58261,7722,30337,11473,14130,7050,13525,9824,15502,16203,9258,11269,13343,35769,69271,14658,12375,20045,13061,10777,11278,10631,10371,9722,13579,46012,323085,354385,10327,22938,12413
54,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,492347,77770,0,0,0,290,12406,11141,7008,8753,13726,3544,4371,14250,8642,7532,17939,17349,11266,11214,19424,2298,8375,15235,4452,7001,3800,408,7820,14124,7526,13830,17171,10621,4061,13629,10477,10412,7980,10418,10437,7337,3867,10206,10411,7002,4005,7659,15332,7417,13494,10797,10577,14259,16478,4866
49,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,43246127,122073,0,0,5162970,125,1260377,1254997,1321361,1371432,1474784,1445567,1155356,718266,997641,934409,905614,784647,628438,341042,552964,850448,957201,1006133,1263981,304478,566309,723809,514401,393653,176797,226003,166049,124434,297895,59370,38996,238669,515033,1000109,1282741,1341203,1280570,1540016,1411420,1232954,1279411,1125444,1093336,1025217,913103,1145775,1390690,1102141,897550,613893
80,1000,90243,82978,2937,0,0,144,7779,9091,8108,22638,13437,6215,8549,7980,6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1000,646,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1000,311,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1000,51365182,69260854,0,0,6483202,990,855349,1074177,1014709,823733,1092143,1327036,1383120,1295178,1050649,976747,578018,394099,611327,1054079,1189200,1099386,573681,593718,524356,630783,462921,480277,518335,858972,977942,1198883,1070005,584699,1094468,1226068,1338689,1197479,1300145,1133844,1153216,1060812,987569,1141166,980064,1124600,1171324,1404833,1343705,1313227,1189509,1362955,1459957,1425492,1460856,1201682
20,0,6056708,2055402,0,0,0,284,351687,45460,8230,299266,2146,6190,90447,98743,423377,434,20403,83926,187640,214282,217699,79904,189819,114724,212069,4919,206975,940,94194,1194,88733,91910,120913,495650,91565,7408,368495,81122,3645,9498,195919,114738,97455,91359,1200,6112,179664,242748,317,9611,306628,8769,214852,117866,119520,36343
74,0,5786099,23944155,0,0,0,610,173831,203927,174921,194143,136405,54545,264328,457731,263444,146036,157180,53198,45219,30255,48590,205000,325138,118937,156330,104703,58421,34390,17398,59869,108913,37910,39715,49604,64403,99920,7787,16519,99774,169503,7971,6566,85307,147959,14876,88513,164427,55657,5661,56448,215270,243430,71239,37447,152122,255219
41,0,20454,28809,0,0,0,155,853,334,260,136,222,355,772,769,346,121,86,551,577,202,136,172,172,70,796,794,248,58,101,70,465,376,136,70,400,414,194,172,172,121,666,824,534,187,50,716,842,388,609,577,400,307,443,1092,1224,874
76,0,3574191,2410277,0,0,0,8005,24685,61561,58625,49772,114229,66337,70865,76876,42914,50497,35424,61353,39178,30371,73696,84400,94971,81609,58563,47510,104687,104610,94280,48805,62833,67160,52277,49184,32481,69650,79458,93761,92509,60209,41633,36711,97860,379769,260524,94532,36093,29844,54881,62201,47463,40133,36170,45419,37261,38357
21,1000,210792,559585,0,0,0,1059,13119,4802,3617,2904,3492,3363,4767,7240,2377,4091,6705,3651,5485,3682,2266,4543,3351,3750,3033,1974,7108,4042,3453,6466,2717,1741,1172,2602,1570,1456,5644,3940,4537,4715,3184,1603,2625,2808,3491,13915,6123,9275,3577,1838,5479,6769,3012,2564,3462,1692
6,1000,320,73,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1000,352,85,0,0,0,0,0,0,0,0,0,113,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,500,1423,24172,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,347,84,0,0,0,0,0,0,280,86,0,0,297,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,500,4368505,3484326,241,0,0,15749,78450,88018,89391,83673,80172,81667,88819,85547,85963,87974,86920,82854,78354,83435,88082,84385,82203,89421,97702,99505,87663,81656,88567,95532,94479,89874,85565,87737,88498,84116,91109,93205,88576,93452,100792,87874,80407,81872,83403,85954,83865,86245,88815,88047,92517,93080,88635,85714,81787,86934
