host_id,window_start,ingressBytes_sampled,egressBytes_sampled,inRxmitBytes_sampled,outRxmitBytes_sampled,inCongestionBytes_sampled,connections_sampled,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9,ingressBytes_10,ingressBytes_11,ingressBytes_12,ingressBytes_13,ingressBytes_14,ingressBytes_15,ingressBytes_16,ingressBytes_17,ingressBytes_18,ingressBytes_19,ingressBytes_20,ingressBytes_21,ingressBytes_22,ingressBytes_23,ingressBytes_24,ingressBytes_25,ingressBytes_26,ingressBytes_27,ingressBytes_28,ingressBytes_29,ingressBytes_30,ingressBytes_31,ingressBytes_32,ingressBytes_33,ingressBytes_34,ingressBytes_35,ingressBytes_36,ingressBytes_37,ingressBytes_38,ingressBytes_39,ingressBytes_40,ingressBytes_41,ingressBytes_42,ingressBytes_43,ingressBytes_44,ingressBytes_45,ingressBytes_46,ingressBytes_47,ingressBytes_48,ingressBytes_49
11,1000,96351,123953,0,0,0,66,8046,2483,3770,266,2389,231,4,1927,2248,5377,5054,2003,133,2,2128,5251,138,2063,222,2054,2030,136,2291,144,86,2,2045,2017,2248,4213,3810,182,3982,4748,291,4,3397,3680,179,4373,116,0,3284,2464,147,2,0,0,4570,121
40,1000,31347,15827,0,0,0,131,663,489,213,1083,2994,2359,524,503,170,119,150,399,115,205,686,530,223,297,215,396,440,279,416,177,227,340,423,549,438,509,173,273,577,637,354,446,1527,1393,1108,1229,268,869,1548,1168,912,450,636,577,589,482
82,1000,1292,721,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,90,0,0,0,228,85,0,0,0,0,0,0,0,0,243,90,0,0,0,228,85,0,0,0
86,0,113365,32311427,0,619,0,110,3014,5207,3630,3279,2493,2090,337,52,1128,4611,5477,4374,1845,2171,2380,2943,3960,3518,3000,3010,3172,1886,712,916,189,65,239,0,0,55,369,886,1500,1805,551,1941,2211,3004,2565,1612,2312,4328,4113,2541,3173,3312,4304,4354,1846,885
43,0,558,273674,0,0,0,26,16,77,16,77,0,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,77,0,0,16,77,16,77,0,0,0,0
18,1000,1434774,6375972,0,0,130,148,0,528,346,6437,2124,34,43323,14329,52654,270901,189867,38004,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32279,10193,0,0,0,0,130,10732,3376,0,116584,36816,116584,40471,10087,16864,39077,28085,161285,115318,62216,15054
56,1000,449366,923273,0,0,0,1108,7620,6497,10158,12283,9792,7476,6351,5989,5641,5136,6857,8468,7738,6500,6543,15802,10732,11194,6690,4880,4726,5380,10021,19841,21248,8648,15752,14881,6406,5141,9244,9674,11490,8919,9221,6879,10371,12113,5646,3888,3796,7467,5332,3683,4178,7474,14790,13865,15535,11410
51,0,1266791,5633835,0,0,0,1414,8912,185880,196363,52375,0,219,17000,8345,1316,53698,45814,9736,0,0,0,0,57,1398,1723,1368,24091,20440,234935,111588,28,6260,4187,36096,39911,10991,0,181,211,59,0,0,0,420,203,0,934,1669,646,254,127271,61620,55,181,269,87
39,0,3389652,1205972,0,607,0,3425,34067,109162,59030,24795,125598,17639,68879,132656,127272,109659,59013,42718,10996,118102,55864,70492,71084,60972,45007,53225,14574,55264,59651,24559,34875,52644,93802,39169,23595,24546,63642,33956,72968,78850,89598,32123,47058,67344,57813,33540,91446,88667,42015,132081,433124,27145,27869,41865,53794,55845
20,0,193,526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4122,6236,0,0,0,3,0,0,0,0,0,13,326,82,104,2567,3,105,570,0,0,0,0,13,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2133462,2209642,0,0,0,5394,55889,28442,14458,14875,19561,33548,12091,38080,97339,33105,25256,49491,32836,61386,51312,53035,48548,57777,73713,72656,83546,43319,13265,9405,29564,77046,8890,9237,11047,10936,22782,31485,48144,27500,21839,71166,12417,30893,10738,11950,9662,16551,36265,72666,84205,127120,114539,96320,59159,58408
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,3793694,7716989,0,0,0,897,37666,1882,2298,7044,6309,27815,21675,49349,113319,62286,205189,141383,187285,18135,145516,471627,330459,125454,44555,58959,43266,49072,97547,392290,26250,125948,13086,47319,51746,15400,129749,24090,3874,6655,6571,4410,26115,5743,5716,8366,8209,9522,21522,5321,28256,87585,3404,7971,47364,433122
