host_id,window_start,ingressBytes_sampled,egressBytes_sampled,inRxmitBytes_sampled,outRxmitBytes_sampled,inCongestionBytes_sampled,connections_sampled,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9,ingressBytes_10,ingressBytes_11,ingressBytes_12,ingressBytes_13,ingressBytes_14,ingressBytes_15,ingressBytes_16,ingressBytes_17,ingressBytes_18,ingressBytes_19,ingressBytes_20,ingressBytes_21,ingressBytes_22,ingressBytes_23,ingressBytes_24,ingressBytes_25,ingressBytes_26,ingressBytes_27,ingressBytes_28,ingressBytes_29,ingressBytes_30,ingressBytes_31,ingressBytes_32,ingressBytes_33,ingressBytes_34,ingressBytes_35,ingressBytes_36,ingressBytes_37,ingressBytes_38,ingressBytes_39,ingressBytes_40,ingressBytes_41,ingressBytes_42,ingressBytes_43,ingressBytes_44,ingressBytes_45,ingressBytes_46,ingressBytes_47,ingressBytes_48,ingressBytes_49
60,500,3477160,2520293,0,0,0,181,76413,71017,287,678,0,215,97842,273350,214399,305600,171260,171502,44664,6382,1999,343,148,120,0,0,51,120,0,82,193,0,0,4304,10138,0,0,0,0,0,0,0,76,53188,140947,54328,38758,29760,102031,122881,169026,298982,496205,307037,154529,58305
35,0,8122160,37743252,0,0,621738,825,629758,783279,100908,245936,65176,175169,410369,771978,127547,233184,94885,104153,231497,31950,85812,193293,308155,231104,131754,70505,122328,96199,89460,135251,144756,138448,33016,105710,192849,54514,35703,48902,161739,202396,10216,79088,177761,48222,161977,228268,76469,11014,29329,53847,8678,61334,172320,47686,81669,286599
88,500,156767,136129,0,0,0,496,2964,3088,2440,2422,2865,1643,2562,2611,2553,3446,4615,4608,4238,3579,2507,2207,3613,3894,5026,4503,5125,4214,3515,3546,2555,3585,4698,3850,2582,3351,4797,3640,4173,3053,2223,1163,1509,2435,2598,3572,1812,2152,3751,3592,2335,2596,1967,1900,1795,3299
29,1000,800,1186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,196,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,500,14486342,20446019,0,0,891564,263,4492,29538,12426,259259,72518,55060,297036,221423,119044,193658,153282,46653,7581,2961,1750,17513,5832,68594,102909,128534,132371,128525,48825,108352,33162,119732,157483,35843,114007,274109,417346,293075,577452,530955,411846,515004,338959,251075,426994,365235,299998,141361,347639,340257,342207,676135,1103474,1311351,1445588,1397919
30,500,353,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,215,0,0,0,0,0,0
64,500,3347815,10005718,0,0,0,185,206198,291825,360683,145886,277141,55307,113156,258594,155150,148328,56856,35403,22968,35638,90723,143710,635,3355,3906,6044,109591,336412,105674,75231,2106,3804,1341,113,402,0,28273,100384,607,698,1199,67,0,779,2765,152,4397,13671,0,180,1510,10494,27029,3983,4872,100575
49,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1000,1121,507,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,372,342,0,7,78,0,0,24,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,500,4628903,13048808,0,0,0,257,69311,71107,43686,49089,12089,724,0,18636,81409,125269,109472,87766,80784,84444,8035,2368,26860,2819,469837,313724,53503,6458,43999,84778,330437,381380,32414,110520,138873,250814,209938,20652,2360,2708,69960,124589,13202,106730,152654,148804,15481,32835,136452,75070,79979,102890,68184,150373,24417,1020
7,0,6679262,4229916,0,0,0,10708,108547,174082,124699,117357,135602,134470,224487,99010,132616,109708,110724,141032,130235,115611,141189,115760,141606,113884,91781,124865,168082,120368,165956,164919,148731,134278,159922,155804,163239,131622,125860,137803,123635,146221,157006,138977,124359,120802,117308,123082,139620,128432,144460,126636,90866,136282,140616,108434,115547,133130
27,500,9830246,1799160,0,0,0,8889,129801,199038,186315,145311,162878,59479,100556,35307,43856,55812,238929,407139,426669,403827,647386,326344,299393,129511,248394,625080,504631,162752,210948,102950,15691,127496,142686,377525,150160,217175,43062,81379,45106,48560,27649,19117,124021,191299,134225,45517,309796,207051,3332,5638,38020,338139,350250,525494,228984,180568
80,1000,6358159,749586,0,0,0,61,0,0,0,304,125,0,1469,380508,467533,456685,138377,495891,605217,169210,1466,25,0,2140,1033,117416,223962,96841,11380,4723,1724,4245,82964,33775,50,0,124552,51617,146,207,207,7785,457470,481451,376978,124531,128531,265863,89640,364303,441198,120867,385,414,2226,22725
43,0,68494,9689977,0,0,0,288,288,85,3394,17,0,0,0,0,0,0,85,273,1,0,0,0,0,0,0,0,0,0,0,3409,17,0,0,0,0,0,0,114,115,0,8206,9762,3614,17,0,0,0,982,3321,10705,5034,4837,2976,2564,5304,3374
21,1000,1206369,64370239,0,0,0,7041,25504,28149,21598,32752,12437,16612,20821,20708,17627,29441,32391,30632,27718,27224,31784,29318,32318,33980,27123,7754,26220,29584,32004,35879,31874,31809,23234,22112,17352,5913,779,11852,15424,6299,7078,10496,10920,26298,30955,32622,39990,41467,37834,39857,34899,22802,27692,19409,16378,11446
74,1000,352,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1000,706869,1032706,0,0,0,115,225,181,577,656,431,249,2272,2299,1648,1243,656,1227,1427,776,171,389,616,2510,2453,482,250,2686,2368,653,1432,960,132,222,36145,205252,225186,65874,516,794,743,432,74784,62952,828,656,323,124,149,511,818,791,524,175,0,101
62,0,1433387,2244457,0,0,0,6613,21178,14085,49546,37203,27975,36873,46688,29574,22762,33289,54016,42191,60117,37924,40118,36250,24139,18401,18369,13716,18594,32769,28304,37648,36844,42012,31307,26317,22240,20293,24539,43117,27938,23747,29256,31015,22682,14437,19345,15184,18724,25109,19052,20310,27257,19398,17067,26250,22162,26056
53,1000,4781,4105,0,241,0,2,0,0,0,0,0,89,1892,1816,85,491,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1000,1769853,635973,0,0,0,3976,28623,43374,100462,42940,32603,35422,37006,56896,29878,42742,34071,33858,35108,35745,36100,31907,38433,36945,28068,22596,22557,24093,27798,39171,52281,44792,32089,30676,35281,33030,32123,27999,27056,31506,27573,29015,30703,36542,30850,34543,36000,31951,22651,29960,24344,30026,47550,48847,36374,29695
45,0,332,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,293,0,0,0,0,0,0,0,0,0,0,0,0,0
