host_id,window_start,ingressBytes_sampled,egressBytes_sampled,inRxmitBytes_sampled,outRxmitBytes_sampled,inCongestionBytes_sampled,connections_sampled,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9,ingressBytes_10,ingressBytes_11,ingressBytes_12,ingressBytes_13,ingressBytes_14,ingressBytes_15,ingressBytes_16,ingressBytes_17,ingressBytes_18,ingressBytes_19,ingressBytes_20,ingressBytes_21,ingressBytes_22,ingressBytes_23,ingressBytes_24,ingressBytes_25,ingressBytes_26,ingressBytes_27,ingressBytes_28,ingressBytes_29,ingressBytes_30,ingressBytes_31,ingressBytes_32,ingressBytes_33,ingressBytes_34,ingressBytes_35,ingressBytes_36,ingressBytes_37,ingressBytes_38,ingressBytes_39,ingressBytes_40,ingressBytes_41,ingressBytes_42,ingressBytes_43,ingressBytes_44,ingressBytes_45,ingressBytes_46,ingressBytes_47,ingressBytes_48,ingressBytes_49
69,1000,57321,41591,0,0,0,81,589,6209,4877,1470,1020,1824,2128,1709,411,446,608,629,626,1606,2856,2166,479,483,389,139,18,788,1085,2705,2249,568,529,136,149,1561,2636,3926,1052,330,504,722,810,666,202,92,759,2476,1352,267,18,0,0,0,775,282
81,500,0,1212,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1000,221339,367139,0,0,0,729,1810,1051,1587,2171,2216,5835,22456,311,746,2400,686,850,811,900,3330,1572,1241,3224,6033,12326,8963,5650,4352,4786,5907,6289,3222,15605,2864,2698,7535,5768,6277,4218,2832,4215,5890,1411,3025,3805,1975,3679,12607,8003,3532,4269,3425,1538,2190,3253
8,500,1129236,1216914,597,1439,0,3877,14429,18213,12263,13764,15995,14053,14015,12375,7115,7250,16639,12771,6168,6013,6829,23826,38619,54078,40201,42872,29675,27849,27504,16508,14643,11669,15473,14268,14255,35274,30611,23396,38439,47708,23831,10490,14678,17618,11719,19233,20795,43935,49937,41214,31388,39279,39423,14569,7471,18896
56,500,7075389,864622,0,0,0,9947,88535,122743,101786,164062,142185,148681,166411,199337,218300,171475,102427,104299,127883,121252,158199,158763,124721,157900,153299,185992,197066,168324,136945,137629,168716,183421,136718,136936,113449,149330,121931,207197,132165,146467,167900,128132,149668,137249,135542,135391,92023,99721,112107,116765,105946,95565,131619,134755,158631,119831
10,500,592,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,500,148217,452153,0,0,0,448,2403,244,0,113,4598,2405,2468,3475,5706,7009,6327,2029,2439,1612,2186,1037,0,491,254,225,268,2342,5446,6673,2478,201,4219,6715,4832,6277,4699,3505,4349,1900,1231,683,2963,1836,679,386,2305,3375,3444,1525,173,2270,6076,6625,10858,4863
84,500,2112455,383623,0,0,0,54,0,0,0,65,20,0,347419,568479,140632,65,20,0,106069,557255,338157,54274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,500,646,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,223,0,0,0,0,103,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,500,900889,950096,0,0,0,2665,16426,21523,19626,11656,19455,27422,16016,8448,17980,37613,41629,21953,9479,12133,11355,8326,5304,4831,15442,12447,32892,15898,19461,29858,22829,16234,15731,12359,12716,21651,18518,13629,11331,12404,15997,27773,22705,24259,45801,39830,36688,14291,10074,19494,10999,7752,5297,7669,10573,7112
7,0,742,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,40,0
30,500,3121110,2189912,0,0,0,2648,13002,19927,37034,37749,31370,22118,17575,8604,7499,18115,6342,20090,8589,24335,18760,43442,38267,59204,41599,59270,43819,44746,51595,35176,59525,92090,756251,785473,343347,64156,12734,12444,19322,14264,10785,14290,12594,14110,18649,18048,15033,10853,11135,13243,30135,18312,10661,17214,25215,13000
69,1000,6744071,9982311,0,628,0,58,88,199,88,199,26,59,0,0,0,211,1102,2091,2048,1183,59,0,104,181307,552748,325385,698,0,0,0,0,0,0,0,62,500,119938,321294,118661,1272,881,1333,3603,2094,18645,40287,112867,622492,1101535,721774,409620,421096,385262,401450,396751,475059
27,1000,1030,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,146,0,0,0,0,0,0,0,147,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,202,0,0,0,0,0,0,0,0,0,0
37,0,2310107,1673632,0,0,0,5760,33235,31944,34352,32231,38408,41528,29337,37595,47780,40589,41401,43800,43543,43671,53812,36703,42962,39192,40767,46488,46356,38958,43048,43212,50613,72701,72115,45662,47274,34739,43885,46265,40728,36896,44381,41191,65076,96419,48627,60165,69133,36890,42564,54985,33205,40802,41606,45274,62589,65410
9,1000,153061,440630,0,0,0,923,5098,3254,2270,3414,3251,3215,2884,2248,3445,3620,4647,4525,3715,1848,2487,3266,3115,2984,3183,3688,2227,2390,2993,2276,3455,4861,2388,1920,3672,3950,2169,2442,2678,1899,2232,2127,1722,2287,3066,4194,2866,2084,4096,5042,3945,1310,1409,2655,5067,3482
74,500,1253,255,0,0,0,0,0,0,0,0,0,0,0,0,0,241,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,198,0,0,0,0,0,0,0,0,154,197,0,0,0
