Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-07 15:33:55.695,0.0,TCP,11062_193,80,192.168.200.9,60638,1,66,1,.A....
2017-04-07 12:25:59.164,0.0,UDP,192.168.200.5,137,192.168.200.255,137,1,92,1,......
2017-04-06 11:54:59.115,0.0,TCP,192.168.220.13,54039,10223_4,80,1,66,1,.A....
2017-04-11 07:29:17.700,0.0,TCP,192.168.220.5,52931,10026_249,443,1,66,1,.A....
2017-04-07 15:59:00.975,0.0,TCP,192.168.220.6,44035,10063_33,80,1,66,1,.A....
2017-04-11 14:12:39.719,0.0,TCP,10057_29,80,192.168.220.11,58174,1,66,1,.A....
2017-04-10 14:29:17.502,0.208,TCP,192.168.200.4,49828,10704_25,80,5,764,1,.AP.SF
2017-04-10 14:45:48.924,0.0,TCP,10063_33,80,192.168.210.5,53008,1,66,1,.A....
2017-04-06 16:55:39.249,0.041,TCP,192.168.200.8,61220,10296_238,443,4,844,1,.AP...
2017-04-05 11:04:42.387,0.089,TCP,192.168.100.4,587,192.168.220.4,50954,22,46224,1,.AP...
2017-04-07 12:25:59.164,0.004,UDP,DNS,53,192.168.200.4,41987,2,438,1,......
2017-04-09 11:55:41.923,0.113,TCP,14645_180,443,192.168.200.9,63872,5,535,1,.AP.S.
2017-04-06 11:54:59.115,0.0,UDP,192.168.100.4,60745,DNS,53,1,74,1,......
2017-04-06 09:23:12.548,0.039,TCP,192.168.220.15,55455,10063_33,80,4,2852,1,.AP...
2017-04-07 10:41:08.458,0.029,TCP,192.168.210.5,61559,10296_238,80,2,120,1,.A..S.
2017-04-11 05:25:14.806,0.0,TCP,10077_156,80,192.168.220.13,46766,1,78,1,.A....
2017-04-06 13:12:36.310,1.166,TCP,192.168.220.6,53457,10305_138,443,11,4082,1,.AP.S.
2017-04-06 16:55:39.249,0.044,TCP,192.168.210.5,59368,10060_27,80,5,726,1,.AP.S.
2017-04-10 10:42:56.157,0.019,TCP,192.168.220.13,54436,EXT_SERVER,8082,2,338,1,.AP...
2017-04-11 12:25:19.925,0.0,TCP,EXT_SERVER,8082,192.168.220.13,45623,1,212,1,.AP...
2017-04-07 17:13:13.387,0.0,UDP,192.168.200.9,62432,DNS,53,1,76,1,......
2017-04-07 15:33:55.695,0.0,TCP,10081_164,443,192.168.220.7,39864,1,66,1,.A....
2017-04-09 11:55:41.923,0.0,TCP,192.168.210.5,65591,10296_238,80,1,55,1,.A....
2017-04-11 05:25:14.806,0.036,UDP,192.168.210.4,1900,10031_250,1900,6,3133,1,......
2017-04-06 10:27:52.096,0.0,TCP,192.168.210.5,53836,11062_193,80,1,55,1,.A....
2017-04-05 11:04:42.387,0.032,UDP,DNS,53,192.168.220.9,36098,2,444,1,......
2017-04-05 11:46:54.914,0.0,TCP,192.168.220.4,42234,10057_29,80,1,66,1,.A....
2017-04-05 15:54:24.628,0.0,UDP,192.168.220.11,34429,DNS,53,2,162,1,......
2017-04-10 15:45:17.271,0.0,TCP,192.168.220.4,50746,10094_75,80,1,66,1,.A....
2017-04-10 14:29:17.502,0.0,TCP,192.168.220.15,33190,192.168.100.5,445,1,66,1,.A....
2017-04-07 16:50:45.057,0.0,TCP,192.168.220.4,42393,10063_33,80,1,66,1,.A....
2017-04-07 11:40:36.771,0.0,TCP,192.168.220.4,58847,10223_4,80,1,66,1,.A....
2017-04-11 14:12:39.719,0.022,TCP,192.168.220.4,35166,10081_164,80,2,557,1,.AP...
2017-04-06 16:55:39.249,0.0,TCP,10026_249,443,192.168.200.8,53909,1,66,1,.A....
2017-04-07 09:09:27.917,0.0,TCP,192.168.200.8,58743,10296_238,80,1,55,1,.A....
2017-04-05 15:31:50.645,0.0,TCP,192.168.100.5,445,192.168.220.9,47759,1,108,1,.AP...
2017-04-11 13:29:56.885,0.0,UDP,192.168.220.10,53098,DNS,53,2,182,1,......
2017-04-11 05:25:14.806,0.0,TCP,10296_238,80,192.168.220.8,36682,1,66,1,.A....
2017-04-09 11:55:41.923,0.0,TCP,192.168.210.5,62288,10678_165,80,1,55,1,.A....
2017-04-05 11:46:54.914,0.036,TCP,192.168.220.15,40824,10060_27,80,5,764,1,.AP.S.
2017-04-05 11:04:42.387,0.0,TCP,192.168.100.5,445,192.168.220.13,44606,1,70,1,.AP...
2017-04-10 14:29:17.502,0.034,UDP,DNS,53,192.168.220.14,59639,2,231,1,......
2017-04-05 15:54:24.628,0.0,TCP,10081_164,443,192.168.200.8,60354,1,54,1,.A....
2017-04-11 12:09:55.086,0.0,TCP,192.168.210.5,49250,10532_180,443,1,55,1,.A....
2017-04-05 15:31:50.645,0.0,UDP,DNS,53,192.168.200.9,65332,1,91,1,......
2017-04-08 11:08:37.894,0.0,TCP,192.168.220.7,38818,10060_27,80,1,66,1,.A....
2017-04-08 11:00:48.267,0.0,UDP,192.168.220.7,57982,DNS,53,2,160,1,......
2017-04-10 10:42:56.157,0.0,TCP,11780_171,443,192.168.200.8,59460,1,66,1,.A....
2017-04-10 07:32:41.163,0.815,TCP,192.168.210.5,52901,10296_226,443,15,2274,1,.AP...
2017-04-10 12:33:33.525,0.0,TCP,192.168.220.6,53396,10077_154,80,1,66,1,.A....
2017-04-10 07:32:41.163,0.0,UDP,DNS,53,192.168.210.5,53964,1,174,1,......
2017-04-07 17:13:13.387,0.002,TCP,192.168.220.11,57773,192.168.100.5,445,2,174,1,.AP...
2017-04-06 09:23:12.548,0.0,TCP,192.168.200.9,53092,10296_230,80,1,55,1,.A....
2017-04-11 07:29:17.700,0.805,TCP,192.168.220.9,42884,10296_225,443,15,1326,1,.AP...
2017-04-06 10:27:52.096,0.0,TCP,192.168.220.8,49328,10321_204,443,1,66,1,.A....
2017-04-07 17:13:13.387,0.0,TCP,192.168.220.8,34049,11780_171,443,1,66,1,.A....
2017-04-10 14:29:17.502,0.033,UDP,DNS,53,192.168.220.8,43786,2,316,1,......
2017-04-07 12:25:59.164,0.0,TCP,EXT_SERVER,8082,192.168.220.13,50511,1,212,1,.AP...
2017-04-11 14:12:39.719,0.0,TCP,192.168.220.15,46999,10026_249,80,1,66,1,.A....
2017-04-10 14:29:17.502,0.0,TCP,192.168.200.4,54710,11054_192,443,1,66,1,.A....
2017-04-11 10:45:37.198,0.014,TCP,192.168.210.4,60141,10004_7,80,2,108,1,.A...F
2017-04-07 11:40:36.771,0.003,TCP,192.168.220.14,46421,192.168.100.5,445,2,174,1,.AP...
2017-04-05 15:31:50.645,0.0,TCP,192.168.220.14,50281,11062_193,80,1,66,1,.A....
