Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-07 14:42:15.903,0.291,TCP,192.168.200.8,56575,192.168.100.5,445,2,174,1,.AP...
2017-04-07 16:50:45.057,0.0,TCP,10321_204,443,192.168.220.8,49888,1,66,1,.A....
2017-04-05 15:51:47.937,0.0,TCP,10063_33,80,192.168.220.6,56040,1,54,1,.A....
2017-04-05 19:47:53.877,0.0,TCP,192.168.220.15,52351,10223_4,443,1,66,1,.A....
2017-04-11 12:11:37.062,0.0,TCP,10199_14,80,192.168.200.9,53134,1,66,1,.A....
2017-04-05 17:12:23.183,0.0,TCP,192.168.200.9,62728,192.168.100.5,445,1,55,1,.A....
2017-04-10 05:53:09.752,0.0,UDP,DNS,53,192.168.200.5,37132,1,198,1,......
2017-04-10 14:35:53.394,0.0,TCP,192.168.220.4,44991,192.168.100.5,445,1,66,1,.A....
2017-04-11 05:02:53.894,0.0,TCP,192.168.220.5,55170,10223_4,443,1,66,1,.A....
2017-04-10 12:55:28.228,0.0,TCP,192.168.220.15,54439,EXT_SERVER,8082,1,66,1,.A....
2017-04-08 01:29:47.455,0.0,TCP,192.168.220.13,54718,10060_27,80,1,66,1,.A....
2017-04-05 17:04:42.550,0.0,TCP,192.168.220.9,35159,192.168.100.5,445,1,54,1,.A....
2017-04-11 10:35:31.631,0.0,TCP,192.168.220.6,52170,14645_180,80,1,66,1,.A....
2017-04-11 10:35:31.631,0.0,TCP,192.168.220.9,41012,192.168.100.5,445,1,66,1,.A....
2017-04-05 15:27:56.989,0.028,TCP,192.168.220.14,54107,192.168.100.5,445,2,174,1,.AP...
2017-04-06 16:02:02.723,0.0,TCP,192.168.220.13,55029,10296_226,443,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.13,54012,10060_27,80,1,66,1,.A....
2017-04-05 19:47:53.877,0.0,TCP,192.168.220.15,55344,11014_185,80,1,66,1,.A....
2017-04-05 10:03:36.324,0.0,TCP,192.168.100.5,445,192.168.220.8,50189,1,108,1,.AP...
2017-04-05 15:51:24.121,0.0,TCP,192.168.220.16,51944,11062_193,443,1,66,1,.A....
2017-04-05 10:03:36.324,0.0,TCP,192.168.220.13,34121,192.168.100.5,446,1,66,1,.A....
2017-04-11 13:59:49.530,0.0,TCP,192.168.200.8,60299,11054_192,443,1,55,1,.A....
2017-04-11 05:02:53.894,0.0,TCP,192.168.220.13,50238,10063_134,80,1,66,1,.A....
2017-04-11 05:02:53.894,0.002,TCP,192.168.220.4,48093,10223_4,80,2,108,1,.A...F
2017-04-11 12:11:37.062,0.916,TCP,192.168.100.5,445,192.168.220.14,42683,5,624,1,.AP...
2017-04-10 20:46:57.560,0.0,TCP,192.168.220.9,51486,10026_249,443,1,66,1,.A....
2017-04-06 16:21:41.608,0.0,TCP,192.168.220.14,53826,192.168.100.5,445,1,66,1,.A....
2017-04-11 10:35:31.631,0.0,TCP,192.168.100.5,445,192.168.220.13,56199,1,108,1,.AP...
2017-04-10 10:46:23.184,0.0,TCP,192.168.220.11,34864,192.168.220.13,443,1,66,1,.A....
2017-04-10 07:26:07.059,0.0,TCP,10081_164,443,192.168.210.5,56926,1,66,1,.A..S.
2017-04-10 16:12:18.912,0.0,TCP,192.168.100.5,445,192.168.220.8,47739,1,108,1,.AP...
2017-04-07 13:53:47.536,0.0,TCP,10081_164,80,192.168.220.13,41824,1,66,1,.A....
2017-04-11 05:02:53.894,0.027,TCP,192.168.210.4,52203,10063_134,80,3,317,1,.AP..F
2017-04-05 09:18:45.346,0.0,TCP,192.168.220.10,53110,192.168.200.9,443,1,54,1,.A....
2017-04-07 16:00:34.424,0.652,TCP,192.168.100.5,445,192.168.200.4,55480,7,3909,1,.AP.S.
2017-04-05 19:47:53.877,0.0,TCP,192.168.100.5,445,192.168.220.7,52969,1,108,1,.AP...
2017-04-05 18:03:22.529,0.042,UDP,DNS,53,192.168.200.9,43171,2,235,1,......
2017-04-10 10:48:54.269,1.557,TCP,192.168.220.9,58054,192.168.220.10,443,23,2202,1,.AP.SF
2017-04-05 19:47:53.877,0.0,TCP,192.168.220.12,52321,192.168.100.5,445,1,66,1,.A....
2017-04-06 16:02:02.723,0.0,TCP,192.168.210.5,52289,10001_232,443,1,55,1,.A....
2017-04-11 10:35:31.631,0.0,TCP,192.168.220.8,34527,192.168.100.5,445,1,66,1,.A....
2017-04-05 16:14:47.525,0.3,TCP,192.168.200.8,57218,10296_238,80,2,154,1,.A...F
2017-04-10 16:12:18.912,0.0,TCP,192.168.210.4,56826,10063_33,80,1,55,1,.A....
2017-04-05 15:51:47.937,0.0,UDP,DNS,53,192.168.200.8,50072,1,94,1,......
2017-04-05 17:04:42.550,0.0,UDP,192.168.200.8,63787,DNS,53,1,74,1,......
2017-04-08 11:19:25.103,0.0,TCP,192.168.220.6,40446,10063_33,80,1,66,1,.A....
2017-04-11 12:11:37.062,0.001,UDP,DNS,53,192.168.220.7,54999,2,320,1,......
2017-04-05 18:03:22.529,0.0,TCP,192.168.220.8,38819,10060_27,80,1,66,1,.A....
2017-04-07 13:27:17.100,0.0,TCP,192.168.210.5,49814,14645_180,443,1,55,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.6,57716,10321_204,80,1,66,1,.A....
2017-04-07 13:27:17.100,0.0,TCP,10296_226,80,192.168.220.9,49732,1,54,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.100.5,445,192.168.220.14,37156,1,108,1,.AP...
