Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-11 05:02:53.894,0.122,TCP,192.168.200.9,60067,192.168.200.8,80,2,132,1,.A...F
2017-04-07 10:03:35.467,0.0,UDP,DNS,53,192.168.220.14,45165,1,152,1,......
2017-04-05 19:47:53.877,0.0,UDP,192.168.220.15,46607,DNS,53,1,74,1,......
2017-04-10 10:48:54.269,0.027,TCP,192.168.220.10,56081,10321_204,443,2,198,1,.A...F
2017-04-07 13:33:04.775,1.343,TCP,192.168.220.13,55671,10057_29,80,3,235,1,.A...F
2017-04-11 10:35:31.631,0.004,UDP,DNS,53,192.168.220.6,41537,2,298,1,......
2017-04-11 12:11:37.062,1.444,TCP,192.168.200.8,52381,10296_228,443,11,7155,1,.AP.S.
2017-04-06 16:02:02.723,0.0,TCP,192.168.220.7,40771,192.168.100.5,445,1,66,1,.A....
2017-04-10 07:26:07.059,0.0,TCP,192.168.210.5,61446,10296_238,80,1,55,1,.A....
2017-04-08 08:23:08.783,0.022,TCP,192.168.200.9,50229,10060_27,8082,2,108,1,.A...F
2017-04-07 16:50:45.057,0.0,TCP,192.168.100.5,445,192.168.220.10,37813,1,70,1,.AP...
2017-04-06 16:21:41.608,0.203,TCP,192.168.220.13,34714,10060_27,443,4,266,1,.AP..F
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.4,39755,192.168.100.5,445,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.200.9,54044,10063_33,80,1,55,1,.A....
2017-04-10 12:55:28.228,0.0,TCP,192.168.220.12,62650,192.168.100.5,445,1,54,1,.A....
2017-04-05 15:51:47.937,0.0,TCP,192.168.200.8,57744,10162_129,443,1,55,1,.A....
2017-04-08 01:29:47.455,0.0,TCP,192.168.200.9,53691,10296_238,443,1,55,1,.A....
2017-04-09 21:49:47.930,0.086,UDP,DNS,53,192.168.220.7,43893,2,334,1,......
2017-04-07 14:42:15.903,0.0,UDP,DNS,53,192.168.220.15,42738,2,220,1,......
2017-04-10 10:46:23.184,0.004,UDP,192.168.220.12,54824,DNS,53,2,162,1,......
2017-04-10 20:46:57.560,0.0,UDP,DNS,53,192.168.220.13,50977,1,112,1,......
2017-04-10 07:26:07.059,0.0,UDP,DNS,53,192.168.220.4,49025,1,98,1,......
2017-04-06 16:02:02.723,0.0,TCP,192.168.200.8,52282,10026_249,80,1,55,1,.A....
2017-04-05 17:12:23.183,0.0,TCP,14645_180,443,192.168.220.4,44950,1,66,1,.A....
2017-04-05 16:14:47.525,0.0,TCP,192.168.200.4,44133,10296_238,80,1,54,1,.A....
2017-04-05 09:18:45.346,0.0,UDP,DNS,53,192.168.220.15,32966,1,93,1,......
2017-04-10 14:35:53.394,0.0,UDP,DNS,53,192.168.200.8,59831,1,92,1,......
2017-04-05 10:03:36.324,0.003,TCP,192.168.220.6,50456,192.168.100.5,445,1,66,1,.A....
2017-04-08 11:19:25.103,0.0,TCP,192.168.220.4,38584,192.168.100.5,445,1,66,1,.A....
2017-04-05 09:18:45.346,0.0,TCP,192.168.210.5,58201,10057_29,443,1,55,1,.A....
2017-04-11 12:11:37.062,0.0,TCP,192.168.200.9,52265,10057_29,80,1,55,1,.A....
2017-04-10 12:55:28.228,0.0,UDP,192.168.220.13,36705,DNS,53,1,80,1,......
2017-04-10 16:12:18.912,0.0,TCP,192.168.220.6,41981,10026_249,443,1,66,1,.A....
2017-04-07 13:33:04.775,0.264,TCP,192.168.220.8,36427,192.168.100.5,445,10,2607,1,.AP.S.
2017-04-11 01:47:52.818,0.0,TCP,192.168.100.5,445,192.168.200.4,32137,1,108,1,.AP...
2017-04-07 13:51:44.690,0.0,UDP,DNS,53,192.168.220.4,43592,1,93,1,......
2017-04-10 20:46:57.560,0.0,TCP,192.168.220.13,56910,10057_29,80,1,66,1,.A....
2017-04-10 10:46:23.184,0.0,TCP,192.168.220.4,37620,192.168.100.5,445,1,66,1,.A....
2017-04-05 19:47:53.877,0.0,TCP,192.168.210.5,65841,10060_27,80,1,55,1,.A....
2017-04-11 13:59:49.530,0.09,TCP,192.168.220.14,58372,10063_33,80,3,384,1,.AP...
2017-04-05 15:27:56.989,0.002,UDP,DNS,53,192.168.220.8,34976,2,225,1,......
2017-04-10 16:12:18.912,0.048,TCP,192.168.220.6,38546,10296_238,80,2,108,1,.A...F
2017-04-05 16:14:47.525,0.071,UDP,DNS,53,192.168.220.15,52622,2,326,1,......
2017-04-07 14:03:50.459,0.015,TCP,192.168.220.8,42903,DNS,80,2,132,1,.A...F
2017-04-05 15:51:47.937,0.0,TCP,192.168.210.5,52592,10081_164,80,1,55,1,.A....
2017-04-06 15:20:04.822,0.0,TCP,10081_164,443,192.168.100.4,52367,1,66,1,.A....
2017-04-05 19:47:53.877,0.0,TCP,192.168.220.13,49812,192.168.220.15,443,1,66,1,.A....
2017-04-10 07:26:07.059,0.0,TCP,10296_228,443,192.168.200.8,50621,1,66,1,.A....
2017-04-07 14:03:57.767,0.0,TCP,192.168.100.5,445,192.168.210.4,52078,1,108,1,.AP...
2017-04-07 13:27:17.100,0.0,TCP,192.168.220.8,33902,10305_138,443,1,66,1,.A....
2017-04-09 21:49:47.930,0.0,TCP,10060_27,80,192.168.220.14,59779,1,66,1,.A....
2017-04-10 07:26:07.059,0.022,TCP,192.168.200.9,60137,10296_226,80,2,108,1,.A...F
2017-04-07 16:50:45.057,0.0,TCP,192.168.100.5,445,192.168.220.9,38574,1,108,1,.AP...
2017-04-10 07:26:07.059,0.0,TCP,192.168.210.5,60228,10296_228,443,1,55,1,.A....
2017-04-08 11:19:25.103,0.0,TCP,192.168.220.15,43604,10057_29,80,1,66,1,.A....
2017-04-06 16:21:41.608,0.253,TCP,192.168.220.15,60217,10162_129,443,10,1215,1,.AP.S.
2017-04-10 07:26:07.059,0.0,TCP,192.168.220.9,59839,192.168.100.5,445,1,66,1,.A....
2017-04-07 15:00:43.388,0.0,TCP,192.168.100.5,445,192.168.220.8,56317,1,108,1,.AP...
2017-04-07 13:33:04.775,0.0,TCP,192.168.210.5,60625,10321_204,80,1,55,1,.A....
2017-04-10 14:35:53.394,0.046,TCP,192.168.220.15,41594,192.168.100.5,445,3,198,1,.A...F
2017-04-05 15:51:24.121,0.0,TCP,192.168.220.14,35080,10060_27,80,1,66,1,.A....
2017-04-07 15:00:43.388,0.023,TCP,192.168.220.5,46244,14645_180,443,2,163,1,.AP..F
2017-04-05 17:12:23.183,0.935,TCP,192.168.200.9,59524,192.168.100.5,445,3,229,1,.AP..F
2017-04-07 14:03:57.767,0.0,UDP,DNS,53,192.168.220.5,49152,1,97,1,......
2017-04-07 13:53:47.536,0.0,TCP,192.168.220.6,41524,192.168.100.5,445,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,UDP,DNS,53,192.168.220.4,52117,2,263,1,......
2017-04-05 15:51:24.121,1.283,TCP,192.168.220.11,40039,11062_193,443,13,3281,1,.AP.S.
2017-04-08 01:29:47.455,0.091,TCP,192.168.220.13,55895,10081_164,80,2,132,1,.A...F
2017-04-11 10:35:31.631,0.015,TCP,192.168.220.11,33923,192.168.100.5,445,2,174,1,.AP...
2017-04-06 15:20:04.822,0.0,TCP,192.168.220.16,39726,10151_220,443,1,66,1,.A....
2017-04-05 16:14:47.525,0.0,TCP,10296_228,80,192.168.220.9,47485,1,66,1,.A....
2017-04-06 11:52:12.701,0.001,UDP,DNS,53,192.168.220.4,41207,2,450,1,......
2017-04-11 05:02:53.894,0.046,TCP,192.168.100.5,445,192.168.220.16,35047,3,225,1,.AP..F
2017-04-07 13:51:44.690,0.094,TCP,192.168.220.13,43328,10060_27,80,2,138,1,.A...F
