Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-06 14:01:53.482,0.0,TCP,192.168.220.11,52346,10784_4,443,1,66,1,.A....
2017-04-07 13:27:17.100,0.0,UDP,DNS,53,192.168.220.9,44957,1,186,1,......
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.15,59267,192.168.100.5,445,1,66,1,.A....
2017-04-07 16:50:45.057,0.0,TCP,192.168.220.16,37115,192.168.100.5,445,1,66,1,.A....
2017-04-07 11:53:17.930,0.0,TCP,192.168.220.6,59657,192.168.100.5,445,1,66,1,.A....
2017-04-08 01:29:47.455,0.0,TCP,192.168.200.8,53022,11062_193,443,1,55,1,.A....
2017-04-09 21:49:47.930,0.0,UDP,DNS,53,192.168.220.13,59171,1,192,1,......
2017-04-08 01:29:47.455,0.0,TCP,192.168.220.10,54348,10057_29,80,1,66,1,.A....
2017-04-06 16:02:02.723,0.69,TCP,192.168.200.8,58990,10063_134,443,4,854,1,.AP.S.
2017-04-07 16:50:45.057,0.0,TCP,192.168.220.16,58466,10296_228,443,1,54,1,.A....
2017-04-06 11:52:12.701,0.0,TCP,10296_238,443,192.168.200.4,52365,1,66,1,.A....
2017-04-07 16:50:45.057,0.0,UDP,DNS,53,192.168.220.14,44616,2,440,1,......
2017-04-07 14:42:15.903,0.0,TCP,192.168.200.8,58619,10321_204,443,1,55,1,.A....
2017-04-10 16:12:18.912,0.0,TCP,10060_27,80,192.168.220.8,55659,1,66,1,.A....
2017-04-10 10:46:23.184,0.02,TCP,192.168.220.11,37365,DNS,80,2,132,1,.A...F
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.9,42311,11062_193,80,1,66,1,.A....
2017-04-08 08:23:08.783,0.0,TCP,14645_180,443,192.168.220.4,51120,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.5,46311,10296_238,443,1,66,1,.A....
2017-04-06 15:20:04.822,0.026,TCP,192.168.220.4,53522,192.168.100.5,445,2,174,1,.AP...
2017-04-05 15:27:56.989,0.0,TCP,192.168.220.6,41919,10060_27,443,1,66,1,.A....
2017-04-05 16:14:47.525,0.0,TCP,192.168.220.9,51047,192.168.100.5,445,1,66,1,.A....
