Source_Port,Destination_Port,Protocol,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Min_Packet_Length,Max_Packet_Length,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_fwd,Init_Win_bytes_bwd,act_data_pkt_fwd,min_seg_size_fwd,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min
56134,443,6,2089.0,4797.0,2465.0,0.0,161.7692,595.5374,2820.0,0.0,272.2667,1048.2366,2399217.59,4253297.526,10008033.0,46.0,60849245.0,4680173.78,5182663.773,10055517.0,9422.0,60340825.0,5039160.68,5182463.296,10055405.0,103.0,0,0,0,0,0.0,2825.0,0,0,0,1,0,0,0,0,1.0,215.2422,161.7692,272.2667,0,0,0,0,0,0,13,2089,15,4797,8192,70,12,20,81108.27,36614.388,130263.0,50631.0,9967474.83,3609.033,10008034.0,9700801.0
443,53184,6,37.0,0.0,37.0,0.0,18.5,26.163,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,37.0,0,1,0,0,1,0,0,0,0.0,37.0,18.5,0.0,0,0,0,0,0,0,2,37,0,0,120,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,55425,6,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,6.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,6060,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62654,53,17,61.0,89.0,61.0,61.0,61.0,0.0,89.0,89.0,89.0,0.0,30709.0,0.0,30709.0,30709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,61.0,89.0,0,0,0,0,0,0,0,0,1.0,105.5,61.0,89.0,0,0,0,0,0,0,1,61,1,89,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60367,443,6,29.0,0.0,29.0,0.0,7.25,14.5,0.0,0.0,0.0,0.0,12285.0,24001.808,36574.0,4.0,36242.0,12047.0,23521.173,36574.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,29.0,0,0,0,0,1,0,0,0,0.0,7.25,7.25,0.0,0,0,0,0,0,0,4,29,0,0,33061,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61586,53,17,55.0,118.0,55.0,55.0,55.0,0.0,118.0,118.0,118.0,0.0,31096.0,0.0,31096.0,31096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,55.0,118.0,0,0,0,0,0,0,0,0,1.0,114.0,55.0,118.0,0,0,0,0,0,0,1,55,1,118,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,36286,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54002,80,6,416.0,2075.0,416.0,0.0,102.8,209.0213,2460.0,2.0,577.0,1131.9925,755504.42,1876586.97,5008890.0,79.0,166514.0,31928.5,28051.655,63986.0,252.0,5130573.0,1756786.25,2899621.469,5003519.0,513.0,0,0,0,0,0.0,2460.0,0,0,0,1,0,0,0,0,1.0,350.375,102.8,577.0,0,0,0,0,0,0,5,416,5,2075,8192,30016,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58226,53,17,84.0,278.0,42.0,42.0,42.0,0.0,139.0,139.0,139.0,0.0,10395.33,18122.131,31188.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,42.0,139.0,0,0,0,0,0,0,0,0,1.0,101.0,42.0,139.0,0,0,0,0,0,0,2,84,2,278,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,53122,6,43.0,6.0,31.0,6.0,14.3333,14.4338,6.0,6.0,6.0,0.0,60.66,62.627,119.0,4.0,4.0,2.0,2.414,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,31.0,0,0,0,0,1,0,0,0,0.0,13.75,14.3333,6.0,0,0,0,0,0,0,3,43,1,6,3342,0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
