Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-05 10:03:36.324,0.0,UDP,DNS,53,192.168.220.8,30662,1,193,1,......
2017-04-11 14:04:16.659,0.0,UDP,DNS,53,192.168.200.8,62319,1,92,1,......
2017-04-05 15:51:24.121,0.0,TCP,EXT_SERVER,8082,192.168.220.13,39349,1,108,1,.A..S.
2017-04-07 13:33:04.775,0.0,TCP,192.168.220.9,56081,10060_27,443,1,66,1,.A....
2017-04-06 16:21:41.608,0.0,UDP,192.168.220.6,52265,DNS,53,1,73,1,......
2017-04-08 01:29:47.455,0.0,TCP,192.168.220.8,46592,10223_4,80,1,66,1,.A....
2017-04-05 15:51:24.121,0.43,TCP,192.168.200.9,59308,10026_249,443,3,152,1,.A...F
2017-04-09 21:49:47.930,0.0,TCP,192.168.220.4,49978,10001_232,80,1,66,1,.A....
2017-04-05 15:51:47.937,0.0,TCP,192.168.220.4,56154,10199_14,443,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.6,31216,14645_180,80,1,66,1,.A....
2017-04-06 07:10:39.630,0.224,TCP,192.168.220.15,49756,10784_4,443,9,1767,1,.AP.S.
2017-04-05 15:51:24.121,0.0,TCP,192.168.220.4,56608,10162_129,80,1,66,1,.A....
2017-04-07 14:03:50.459,0.014,TCP,192.168.220.13,48886,10296_238,80,2,132,1,.A...F
2017-04-07 11:53:17.930,0.025,TCP,10081_164,443,192.168.200.9,58947,2,132,1,.A...F
2017-04-06 14:01:53.482,0.0,UDP,192.168.220.6,52944,DNS,53,2,132,1,......
2017-04-05 15:51:47.937,0.0,UDP,DNS,53,192.168.220.7,47003,2,349,1,......
2017-04-07 16:50:45.057,0.117,TCP,192.168.200.8,56627,10199_14,443,3,392,1,.AP..F
2017-04-11 14:04:16.659,0.001,UDP,192.168.210.5,56645,DNS,53,2,153,1,......
2017-04-11 10:35:31.631,0.011,TCP,192.168.220.10,37977,10060_27,443,2,132,1,.A...F
2017-04-05 15:27:56.989,0.0,TCP,192.168.220.15,43126,192.168.100.5,445,1,66,1,.A....
2017-04-10 20:46:57.560,0.0,TCP,192.168.220.4,38676,192.168.100.5,445,1,66,1,.A....
2017-04-10 10:46:23.184,0.0,UDP,DNS,53,192.168.220.14,47108,1,129,1,......
2017-04-07 14:03:57.767,0.0,TCP,192.168.220.13,50414,10060_27,80,1,54,1,.A....
2017-04-05 17:04:42.550,0.011,TCP,192.168.220.6,47230,10060_27,80,2,132,1,.A...F
2017-04-07 15:00:43.388,0.0,TCP,192.168.220.13,41469,192.168.100.5,445,1,66,1,.A....
2017-04-07 16:00:34.424,0.01,TCP,192.168.210.4,57728,10296_238,80,3,2144,1,.A..S.
2017-04-05 10:03:36.324,0.0,TCP,192.168.200.8,55614,10305_142,443,1,55,1,.A....
2017-04-07 14:03:57.767,0.0,TCP,192.168.220.5,59451,192.168.100.5,445,1,66,1,.A....
2017-04-05 15:51:24.121,0.0,TCP,192.168.200.8,62203,14645_180,443,1,55,1,.A....
2017-04-07 20:58:41.792,0.0,TCP,192.168.210.5,55982,10060_27,80,1,55,1,.A....
2017-04-07 13:27:17.100,0.005,TCP,192.168.200.9,51650,10223_4,443,1,55,1,.A....
2017-04-08 08:23:08.783,0.0,UDP,192.168.220.14,54145,DNS,53,1,74,1,......
2017-04-07 14:03:57.767,0.0,TCP,192.168.220.4,37181,10026_249,443,1,66,1,.A....
2017-04-10 14:35:53.394,0.0,TCP,192.168.220.4,45487,EXT_SERVER,8082,1,66,1,.A....
2017-04-11 13:59:49.530,0.0,TCP,192.168.220.4,49856,10296_238,80,1,66,1,.A....
2017-04-05 10:03:36.324,0.0,TCP,192.168.220.13,52527,10296_230,443,1,66,1,.A....
2017-04-10 10:48:54.269,0.031,UDP,DNS,53,192.168.220.11,57851,2,346,1,......
2017-04-06 16:21:41.608,0.0,TCP,192.168.220.7,60838,10060_27,80,1,66,1,.A....
2017-04-07 08:35:46.238,0.0,UDP,DNS,53,192.168.200.9,63137,1,92,1,......
2017-04-10 16:12:18.912,0.0,TCP,10026_249,80,192.168.220.6,40541,1,66,1,.A....
2017-04-10 16:12:18.912,0.0,UDP,DNS,53,192.168.200.8,52622,1,112,1,......
